index,word,emoji1,emoji2,description
1848,tragic,😢,⚰,Crying Face and Coffin evoke the core meaning or feeling behind 'tragic'
1849,train,🚆,🚆,Train plus Train form a recognizable group, reinforcing the idea of 'train'
1850,transfer,🔄,💳,Anticlockwise Downwards and with Credit Card together illustrate movement or relation, pointing to 'transfer'
1851,trap,🪤,🐭,Mouse Trap plus Mouse Face form a recognizable group, reinforcing the idea of 'trap'
1852,trash,🗑,🗑,Wastebasket and Wastebasket evoke the core meaning or feeling behind 'trash'
1853,travel,✈,🧳,Airplane and Luggage evoke the core meaning or feeling behind 'travel'
1854,tray,🍽,📦,Fork and Knife and Package evoke the core meaning or feeling behind 'tray'
1855,treat,🍬,🎁,Candy and Wrapped Present evoke the core meaning or feeling behind 'treat'
1856,tree,🌳,🌳,Deciduous Tree plus Deciduous Tree form a recognizable group, reinforcing the idea of 'tree'
1857,trend,📈,🔥,Chart with Upwards with Fire together illustrate movement or relation, pointing to 'trend'
1858,trial,⚖,📜,Scales and Scroll evoke the core meaning or feeling behind 'trial'
1859,tribe,🪶,👥,Feather and Busts in Silhouette evoke the core meaning or feeling behind 'tribe'
1860,trick,🎩,✨,Top Hat and Sparkles evoke the core meaning or feeling behind 'trick'
1861,trigger,🔫,⚡,Pistol and High Voltage Sign evoke the core meaning or feeling behind 'trigger'
1862,trim,✂,🌿,Black Scissors and Herb evoke the core meaning or feeling behind 'trim'
1863,trip,🧳,🛫,Luggage and Airplane Departure evoke the core meaning or feeling behind 'trip'
1864,trophy,🏆,🏆,Trophy and Trophy evoke the core meaning or feeling behind 'trophy'
1865,trouble,😰,⚡,Face with Open and High Voltage Sign evoke the core meaning or feeling behind 'trouble'
1866,truck,🚚,🚚,Delivery Truck and Delivery Truck evoke the core meaning or feeling behind 'truck'
1867,true,✅,🎯,White Heavy Check and Direct Hit evoke the core meaning or feeling behind 'true'
1868,truly,🙌,✅,Person Raising Both and White Heavy Check evoke the core meaning or feeling behind 'truly'
1869,trumpet,🎺,🎺,Trumpet and Trumpet evoke the core meaning or feeling behind 'trumpet'
1870,trust,🤝,🤝,Handshake and Handshake evoke the core meaning or feeling behind 'trust'
1871,truth,⚖,📖,Scales plus Open Book form a recognizable group, reinforcing the idea of 'truth'
1872,try,👐,🤷,Open Hands Sign and Shrug evoke the core meaning or feeling behind 'try'
1873,tube,🧪,🚇,Test Tube and Metro evoke the core meaning or feeling behind 'tube'
1874,tuition,🎓,💵,Graduation Cap and Banknote with Dollar hint at sound or naming cues associated with 'tuition'
1875,tumble,🤸,⬇,Person Doing Cartwheel with Downwards Black Arrow together illustrate movement or relation, pointing to 'tumble'
1876,tuna,🐟,🍣,Fish plus Sushi form a recognizable group, reinforcing the idea of 'tuna'
1877,tunnel,🚇,🕳,Metro and Hole evoke the core meaning or feeling behind 'tunnel'
1878,turkey,🦃,🦃,Turkey plus Turkey form a recognizable group, reinforcing the idea of 'turkey'
1879,turn,🔄,➡,Anticlockwise Downwards and with Black Rightwards Arrow together illustrate movement or relation, pointing to 'turn'
1880,turtle,🐢,🌊,Turtle plus Water Wave form a recognizable group, reinforcing the idea of 'turtle'
1881,twelve,🤙,✌,Call Me Hand and Victory Hand evoke the core meaning or feeling behind 'twelve'
1882,twenty,🤙,🤙,Call Me Hand and Call Me Hand evoke the core meaning or feeling behind 'twenty'
1883,twice,✌,🔁,Victory Hand with Clockwise Rightwards and together illustrate movement or relation, pointing to 'twice'
1884,twin,👯,👯,Woman with Bunny and Woman with Bunny evoke the core meaning or feeling behind 'twin'
1885,twist,🔀,🌀,Twisted Rightwards Arrows with Cyclone together illustrate movement or relation, pointing to 'twist'
1886,two,✌️,✌️,Victory Hand and Victory Hand evoke the core meaning or feeling behind 'two'
1887,type,⌨,📄,Keyboard with Page Facing Up together illustrate movement or relation, pointing to 'type'
1888,typical,📏,📊,Straight Ruler and Bar Chart evoke the core meaning or feeling behind 'typical'
1889,ugly,👹,🪞,Japanese Ogre and Mirror evoke the core meaning or feeling behind 'ugly'
1890,umbrella,☔️,☔️,Umbrella with Rain plus Umbrella with Rain form a recognizable group, reinforcing the idea of 'umbrella'
1891,unable,🚫,💪,No Entry Sign and Flexed Biceps evoke the core meaning or feeling behind 'unable'
1892,unaware,🙈,❓,See-no-evil Monkey plus Black Question Mark form a recognizable group, reinforcing the idea of 'unaware'
1893,uncle,👨,👶,Man and Baby evoke the core meaning or feeling behind 'uncle'
1894,uncover,🕳️,🔦,Hole and Electric Torch evoke the core meaning or feeling behind 'uncover'
1895,under,⬇,📍,Downwards Black Arrow with Round Pushpin together illustrate movement or relation, pointing to 'under'
1896,undo,↩️,❌,Leftwards Arrow with with Cross Mark together illustrate movement or relation, pointing to 'undo'
1897,unfair,⚖,🚫,Scales and No Entry Sign evoke the core meaning or feeling behind 'unfair'
1898,unfold,📄,➡,Page Facing Up with Black Rightwards Arrow together illustrate movement or relation, pointing to 'unfold'
1899,unhappy,😞,😞,Disappointed Face and Disappointed Face evoke the core meaning or feeling behind 'unhappy'
1900,uniform,👕,🦺,T-shirt and Safety Vest evoke the core meaning or feeling behind 'uniform'
1901,unique,🌟,✨,Glowing Star and Sparkles evoke the core meaning or feeling behind 'unique'
1902,unit,📦,📏,Package and Straight Ruler evoke the core meaning or feeling behind 'unit'
1903,universe,🌌,🌍,Milky Way and Earth Globe Europe-africa evoke the core meaning or feeling behind 'universe'
1904,unknown,❓,🌫,Black Question Mark and Fog evoke the core meaning or feeling behind 'unknown'
1905,unlock,🔓,🔑,Open Lock plus Key form a recognizable group, reinforcing the idea of 'unlock'
1906,until,⏳,🎯,Hourglass with Flowing and Direct Hit evoke the core meaning or feeling behind 'until'
1907,unusual,🤔,🌟,Thinking Face and Glowing Star evoke the core meaning or feeling behind 'unusual'
1908,unveil,🎭,👀,Performing Arts and Eyes evoke the core meaning or feeling behind 'unveil'
1909,update,🔄,🆕,Anticlockwise Downwards and with Squared New together illustrate movement or relation, pointing to 'update'
1910,upgrade,⬆️,💎,Upwards Black Arrow with Gem Stone together illustrate movement or relation, pointing to 'upgrade'
1911,uphold,✋,⚖,Raised Hand and Scales evoke the core meaning or feeling behind 'uphold'
1912,upon,🆙,🔛,Squared Up with with on with Exclamation together illustrate movement or relation, pointing to 'upon'
1913,upper,⬆,📍,Upwards Black Arrow with Round Pushpin together illustrate movement or relation, pointing to 'upper'
1914,upset,😡,💢,Pouting Face and Anger Symbol evoke the core meaning or feeling behind 'upset'
1915,urban,🏙,🏙,Cityscape and Cityscape evoke the core meaning or feeling behind 'urban'
1916,urge,⚡,👉,High Voltage Sign with White Right Pointing together illustrate movement or relation, pointing to 'urge'
1917,usage,📊,📈,Bar Chart with Chart with Upwards together illustrate movement or relation, pointing to 'usage'
1918,use,🫳,🔧,Palm Down Hand with Wrench together illustrate movement or relation, pointing to 'use'
1919,used,🧾,♻,Receipt and Black Universal Recycling evoke the core meaning or feeling behind 'used'
1920,useful,👍,🛠,Thumbs Up Sign with Hammer and Wrench together illustrate movement or relation, pointing to 'useful'
1921,useless,❌,🪣,Cross Mark with Bucket together illustrate movement or relation, pointing to 'useless'
1922,usual,📆,🔁,Tear-off Calendar with Clockwise Rightwards and together illustrate movement or relation, pointing to 'usual'
1923,utility,🔌,🧰,Electric Plug plus Toolbox form a recognizable group, reinforcing the idea of 'utility'
1924,vacant,🪑,🚫,Chair and No Entry Sign evoke the core meaning or feeling behind 'vacant'
1925,vacuum,🧹,🕳,Broom and Hole evoke the core meaning or feeling behind 'vacuum'
1926,vague,🌫,❓,Fog and Black Question Mark evoke the core meaning or feeling behind 'vague'
1927,valid,✅,👍,White Heavy Check with Thumbs Up Sign together illustrate movement or relation, pointing to 'valid'
1928,valley,⛰,🌄,Mountain plus Sunrise Over Mountains form a recognizable group, reinforcing the idea of 'valley'
1929,valve,🚰,⚙,Potable Water Symbol plus Gear form a recognizable group, reinforcing the idea of 'valve'
1930,van,🚐,🚐,Minibus and Minibus evoke the core meaning or feeling behind 'van'
1931,vanish,🌫,✨,Fog and Sparkles evoke the core meaning or feeling behind 'vanish'
1932,vapor,💨,💨,Dash Symbol and Dash Symbol evoke the core meaning or feeling behind 'vapor'
1933,various,🔀,📦,Twisted Rightwards Arrows with Package together illustrate movement or relation, pointing to 'various'
1934,vast,🌌,🔭,Milky Way and Telescope evoke the core meaning or feeling behind 'vast'
1935,vault,🏦,🔒,Bank plus Lock form a recognizable group, reinforcing the idea of 'vault'
1936,vehicle,🚙,🚗,Recreational Vehicle and Automobile evoke the core meaning or feeling behind 'vehicle'
1937,velvet,🧵,🎀,Spool of Thread and Ribbon evoke the core meaning or feeling behind 'velvet'
1938,vendor,🧑,🏪,Adult and Convenience Store evoke the core meaning or feeling behind 'vendor'
1939,venture,🚀,💼,Rocket and Briefcase evoke the core meaning or feeling behind 'venture'
1940,venue,🎪,🏟,Circus Tent and Stadium evoke the core meaning or feeling behind 'venue'
1941,verb,🗣️,🕺🏾,Speaking Head in and Man Dancing evoke the core meaning or feeling behind 'verb'
1942,verify,✅,👌,White Heavy Check and Ok Hand Sign evoke the core meaning or feeling behind 'verify'
1943,version,📑,🔄,Bookmark Tabs with Anticlockwise Downwards and together illustrate movement or relation, pointing to 'version'
1944,very,⭐,💫,White Medium Star and Dizzy Symbol evoke the core meaning or feeling behind 'very'
1945,vessel,🚢,⚓,Ship and Anchor evoke the core meaning or feeling behind 'vessel'
1946,veteran,🎖,👴,Military Medal and Older Man evoke the core meaning or feeling behind 'veteran'
1947,viable,👍,🌱,Thumbs Up Sign with Seedling together illustrate movement or relation, pointing to 'viable'
1948,vibrant,🌈,✨,Rainbow plus Sparkles form a recognizable group, reinforcing the idea of 'vibrant'
1949,vicious,😈,⚡,Smiling Face with and High Voltage Sign evoke the core meaning or feeling behind 'vicious'
1950,victory,🏆,🥳,Trophy and Face with Party evoke the core meaning or feeling behind 'victory'
1951,video,📹,🎞,Video Camera and Film Frames evoke the core meaning or feeling behind 'video'
1952,view,🌄,👀,Sunrise Over Mountains plus Eyes form a recognizable group, reinforcing the idea of 'view'
1953,village,🏘,🌾,House Buildings and Ear of Rice evoke the core meaning or feeling behind 'village'
1954,vintage,📻,🎩,Radio and Top Hat evoke the core meaning or feeling behind 'vintage'
1955,violin,🎻,🎻,Violin and Violin evoke the core meaning or feeling behind 'violin'
1956,virtual,💻,🌐,Personal Computer and Globe with Meridians evoke the core meaning or feeling behind 'virtual'
1957,virus,🦠,🦠,Microbe and Microbe evoke the core meaning or feeling behind 'virus'
1958,visa,🌍,🪪,Earth Globe Europe-africa plus Identification Card form a recognizable group, reinforcing the idea of 'visa'
1959,visit,📍,🚶,Round Pushpin and Pedestrian evoke the core meaning or feeling behind 'visit'
1960,visual,👁,🎨,Eye and Artist Palette evoke the core meaning or feeling behind 'visual'
1961,vital,❤,🌱,Heavy Black Heart and Seedling evoke the core meaning or feeling behind 'vital'
1962,vivid,🌈,👁,Rainbow plus Eye form a recognizable group, reinforcing the idea of 'vivid'
1963,vocal,🗣,🎤,Speaking Head in and Microphone hint at sound or naming cues associated with 'vocal'
1964,voice,🗣,🔊,Speaking Head in and Speaker with Three hint at sound or naming cues associated with 'voice'
1965,void,🕳,🌌,Hole and Milky Way evoke the core meaning or feeling behind 'void'
1966,volcano,🌋,🌋,Volcano and Volcano evoke the core meaning or feeling behind 'volcano'
1967,volume,🔊,📚,Speaker with Three and Books hint at sound or naming cues associated with 'volume'
1968,vote,🗳,📝,Ballot Box with and Memo evoke the core meaning or feeling behind 'vote'
1969,voyage,🚢,🌊,Ship plus Water Wave form a recognizable group, reinforcing the idea of 'voyage'
1970,wage,💵,💼,Banknote with Dollar and Briefcase hint at sound or naming cues associated with 'wage'
1971,wagon,🚙,🛞,Recreational Vehicle and Wheel evoke the core meaning or feeling behind 'wagon'
1972,wait,⏳,🛑,Hourglass with Flowing and Octagonal Sign evoke the core meaning or feeling behind 'wait'
1973,walk,🚶,👣,Pedestrian and Footprints evoke the core meaning or feeling behind 'walk'
1974,wall,🧱,✍,Brick and Writing Hand evoke the core meaning or feeling behind 'wall'
1975,walnut,🌰,🌰,Chestnut and Chestnut evoke the core meaning or feeling behind 'walnut'
1976,want,🙏,💭,Person with Folded and Thought Balloon evoke the core meaning or feeling behind 'want'
1977,warfare,⚔,💣,Crossed Swords with Bomb together illustrate movement or relation, pointing to 'warfare'
1978,warm,🌞,🔥,Sun with Face plus Fire form a recognizable group, reinforcing the idea of 'warm'
1979,warrior,🪖,⚔,Military Helmet with Crossed Swords together illustrate movement or relation, pointing to 'warrior'
1980,wash,🧼,🚿,Bar of Soap and Shower evoke the core meaning or feeling behind 'wash'
1981,wasp,🐝,😡,Honeybee and Pouting Face evoke the core meaning or feeling behind 'wasp'
